accession	keywords	base_count	last_updated	first_public	description
AB026526	alcohol dehydrogenase	840	2005-04-14	1999-10-29	Drosophila emarginata gene for alcohol dehydrogenase, partial cds.
AF059890		290	2005-04-15	1998-04-28	Drosophila pinicola alcohol dehydrogenase (Adh) gene, partial cds.
AF264073		405	2005-04-15	2000-05-30	Drosophila capricorni alcohol dehydrogenase (Adh) gene, partial cds.
AF264074		405	2005-04-15	2000-05-30	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.
AY750122		911	2006-07-20	2005-12-31	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.
AY750129		911	2006-07-20	2005-12-31	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.
AY750143		911	2006-07-20	2005-12-31	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.
AY754404		2529	2006-10-20	2005-04-04	Drosophila affinis alcohol dehydrogenase (Adh) gene, complete cds.
DQ471664		711	2006-07-20	2006-07-20	Drosophila mercatorum alcohol dehydrogenase (Adh) gene, partial cds.
EU532133		590	2010-01-21	2010-01-21	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.
HQ631479		290	2012-01-02	2011-08-30	Drosophila ogumai alcohol dehydrogenase (adh) gene, partial cds.
L08648	alcohol dehydrogenase	1308	2006-11-14	1993-01-15	Drosophila willistoni alcohol dehydrogenase (Adh) gene, complete cds.
M36581	alcohol dehydrogenase	2719	2006-11-14	1990-08-30	D.simulans alcohol dehydrogenase (Adh) gene, complete cds.
U26843		950	2005-04-17	1995-06-22	Drosophila lummei alcohol dehydrogenase (Adh) gene, complete cds.
X68159	alcohol dehydrogenase	3476	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS298)
AY006412		510	2005-09-26	2001-09-04	Drosophila oahuensis alcohol dehydrogenase (Adh) gene, partial cds.
X68161	alcohol dehydrogenase	3463	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS302)
AY750140		911	2006-07-20	2005-12-31	Drosophila unimaculata alcohol dehydrogenase (Adh) gene, partial cds.
DQ471657		711	2006-07-20	2006-07-20	Drosophila aracataca alcohol dehydrogenase (Adh) gene, partial cds.
U94206		204	2005-04-18	1998-02-23	Drosophila soonae alcohol dehydrogenase (Adh) gene, partial cds.
U94196		222	2005-04-18	1998-02-23	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.
GQ376038		410	2009-08-03	2009-08-02	Drosophila simulans alcohol dehydrogenase (ADH) gene, partial cds.
AY238770		2042	2005-04-16	2003-04-08	Drosophila miranda strain 0101.3 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
M60992		3485	2006-11-14	1992-04-30	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.
X03630	alcohol dehydrogenase	285	2005-04-18	1986-11-18	Drosophila mojavensis duplicated Adh-2 gene fragment (alcohol dehydrogenase)
AB261132		858	2007-11-03	2007-11-03	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds.
AB932674		755	2014-10-26	2014-10-26	Drosophila sternopleuralis Adh gene for alcohol dehydrogenase, partial cds.
AF260693		458	2005-04-15	2000-09-20	Drosophila robusta alcohol dehydrogenase-related protein gene, partial cds.
HQ232350		437	2011-08-08	2011-08-08	Drosophila hypercephala isolate c1 alcohol dehydrogenase gene, partial cds.
KM016470		476	2014-09-24	2014-09-24	Drosophila simulans isolate KY06 alcohol dehydrogenase-related gene, intron.
KM016474		481	2014-09-24	2014-09-24	Drosophila simulans isolate KY04 alcohol dehydrogenase-related gene, intron.
U95272		1166	2005-04-18	1999-01-06	Drosophila paulistorum Tame alcohol dehydrogenase (Adh) gene, complete cds.
X57368	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila yakuba (individual d) Adh gene for alcohol dehydrogenase
AB033639	alcohol dehydrogenase	711	2006-07-17	1999-11-16	Drosophila sordidula Adh mRNA for alcohol dehydrogenase, partial cds.
AB033640	alcohol dehydrogenase	711	2006-07-17	1999-11-16	Drosophila virilis Adh mRNA for alcohol dehydrogenase, partial cds.
AB261133		850	2007-11-03	2007-11-03	Drosophila hypocausta Adh gene for alcohol dehydrogenase, partial cds.
AB261138		856	2007-11-03	2007-11-03	Drosophila neonasuta Adh gene for alcohol dehydrogenase, partial cds.
AB932653		848	2014-10-26	2014-10-26	Drosophila deflecta Adh gene for alcohol dehydrogenase, partial cds.
AB932661		847	2014-10-26	2014-10-26	Drosophila macrospina Adh gene for alcohol dehydrogenase, partial cds.
AB932671		839	2014-10-26	2014-10-26	Drosophila recens Adh gene for alcohol dehydrogenase, partial cds.
AB932676		849	2014-10-26	2014-10-26	Drosophila tenebrosa Adh gene for alcohol dehydrogenase, partial cds.
AF260690		450	2005-04-15	2000-09-20	Drosophila hydei alcohol dehydrogenase-related protein gene, partial cds.
KM016467		481	2014-09-24	2014-09-24	Drosophila simulans isolate KY35 alcohol dehydrogenase-related gene, intron.
X57365	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila yakuba (individual a) Adh gene for alcohol dehydrogenase
X57367	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila yakuba (individual c) Adh gene for alcohol dehydrogenase
AB932652		845	2015-01-14	2015-01-14	Drosophila curvispina Adh gene for alcohol dehydrogenase, partial cds.
X57371	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila yakuba (individual g) Adh gene for alcohol dehydrogenase
U26845		957	2005-04-17	1995-06-22	Drosophila montana alcohol dehydrogenase (Adh-2) gene, complete cds.
U95254		1172	2005-04-18	1999-01-06	Drosophila willistoni A57 alcohol dehydrogenase (Adh) gene, complete cds.
U76484		251	2000-03-04	1997-03-06	Drosophila hydei alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.
X57364	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila simulans (individual f) Adh gene for alcohol dehydrogenase
X57366	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila yakuba (individual b) ADH gene for alcohol dehydrogenase
X57363	ADH gene, alcohol dehydrogenase	972	2006-11-14	1991-07-17	Drosophila simulans (individual e) Adh gene for alcohol dehydrogenase
X60791	ADH gene, alcohol dehydrogenase	1925	2006-11-14	1991-10-07	D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase
AF201442		478	2006-11-14	2000-07-03	Drosophila simulans isolate RU01 alcohol dehydrogenase (Adhr) gene, intron 1.
AY095939		435	2008-12-16	2003-05-01	Drosophila transversa isolate tra1 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471623		711	2006-07-20	2006-07-20	Drosophila daruma strain 151 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471645		711	2006-07-20	2006-07-20	Drosophila beppui strain 260 alcohol dehydrogenase (Adh) gene, partial cds.
EU532124		588	2010-01-21	2010-01-21	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.
JX455219		481	2014-01-02	2012-09-03	Drosophila simulans isolate HW50 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976501		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Abidjan_12 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60987	alcohol dehydrogenase, alternative splicing	3466	2006-11-14	1992-01-26	Drosophila pseudoobscura (strain AH162) alcohol dehydrogenase (adh) gene, complete cds.
DQ471652		711	2006-07-20	2006-07-20	Drosophila lacertosa strain 240 alcohol dehydrogenase (Adh) gene, partial cds.
U95263		1172	2005-04-18	1999-01-06	Drosophila willistoni Manaus III alcohol dehydrogenase (Adh) gene, complete cds.
AB154557		686	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh16.
AB154562		683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh21.
AF201445		465	2006-11-14	2000-07-03	Drosophila simulans isolate MD111 alcohol dehydrogenase (Adhr) gene, intron 1.
DQ471621		711	2006-07-20	2006-07-20	Drosophila daruma strain 137 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471638		711	2006-07-20	2006-07-20	Drosophila angor strain 33 alcohol dehydrogenase (Adh) gene, partial cds.
EU532121		558	2010-01-21	2010-01-21	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.
JF710264		895	2011-07-03	2011-07-03	Drosophila borealis strain W alcohol dehydrogenase (Adh) gene, complete cds.
KX976491		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Montecafe_17_17 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976493		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Cascade_18 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976495		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Cascade_19 alcohol dehydrogenase (Adh) mRNA, complete cds.
Z00030	alcohol dehydrogenase, dehydrogenase	7423	2006-11-14	1986-07-02	D. melanogaster alcohol dehydrogenase structural gene and flanks (composite sequence)
AB154548		686	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh07.
AB154549		686	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh08.
AB154558		683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh17.
AF201435		480	2006-11-14	2000-07-03	Drosophila simulans isolate DSW alcohol dehydrogenase (Adhr) gene, intron 1.
AF201447		480	2006-11-14	2000-07-03	Drosophila simulans isolate MD199 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284476		701	2006-11-14	2000-11-02	Drosophila mauritiana strain 197 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471618		711	2006-07-20	2006-07-20	Drosophila daruma strain 109 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471620		711	2006-07-20	2006-07-20	Drosophila barutani strain 53 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471639		711	2006-07-20	2006-07-20	Drosophila barutani strain 52 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471649		711	2006-07-20	2006-07-20	Drosophila karakasa strain 249 alcohol dehydrogenase (Adh) gene, partial cds.
EU532126		507	2010-01-21	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
KX384730		873	2017-01-03	2017-01-03	Drosophila bipectinata strain IND_DBP_U14 alcohol dehydrogenase (Adh) gene, partial cds.
KX976520		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_2_6 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60983	alcohol dehydrogenase, alternative splicing	3487	2006-11-14	1992-01-26	Drosophila pseudoobscura (strain AH122) alcohol dehydrogenase (adh) gene, complete cds.
M60997	alcohol dehydrogenase, alternative splicing	3506	2006-11-14	1992-01-24	Drosophila persimilis (strain 178) alcohol dehydrogenase (adh) gene, complete cds.
U95252		1172	2005-04-18	1999-01-06	Drosophila willistoni 0811.4 alcohol dehydrogenase (Adh) gene, complete cds.
U95269		1167	2005-04-18	1999-01-06	Drosophila equinoxialis Puerto Rico alcohol dehydrogenase (Adh) gene, complete cds.
AY095946		443	2008-12-16	2003-05-01	Drosophila curvispina isolate cur1 alcohol dehydrogenase (Adh) gene, partial cds.
AY095951		430	2008-12-16	2003-05-01	Drosophila phalerata isolate pha1 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471619		711	2006-07-20	2006-07-20	Drosophila asper strain 152 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471640		711	2006-07-20	2006-07-20	Drosophila medioconstricta strain 148 alcohol dehydrogenase (Adh) gene, partial cds.
JX455210		480	2014-01-02	2012-09-03	Drosophila simulans isolate HW01 alcohol dehydrogenase (Adhr) gene, intron 1.
U95268		1174	2005-04-18	1999-01-06	Drosophila equinoxialis 0741.0 alcohol dehydrogenase (Adh) gene, complete cds.
AY335196		776	2005-04-16	2003-12-31	Drosophila capricorni clone Dcap3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471612		711	2006-07-20	2006-07-20	Drosophila angor strain A138 alcohol dehydrogenase (Adh) gene, partial cds.
AY095940		431	2008-12-16	2003-05-01	Drosophila kuntzei isolate kun1 alcohol dehydrogenase (Adh) gene, partial cds.
AY335199		792	2005-04-16	2003-12-31	Drosophila sturtevanti clone Dsturt1 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471610		711	2006-07-20	2006-07-20	Drosophila lacertosa strain 170 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471616		711	2006-07-20	2006-07-20	Drosophila angor strain 112 alcohol dehydrogenase (Adh) gene, partial cds.
EU532122		573	2010-01-21	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
EU532123		588	2010-01-21	2010-01-21	Drosophila paulistorum from Honduras alcohol dehydrogenase (Adh) gene, partial cds.
JX455211		480	2014-01-02	2012-09-03	Drosophila simulans isolate HW02 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976505		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Bosu_1235_14 alcohol dehydrogenase (Adh) mRNA, complete cds.
U95274		1162	2005-04-18	1999-01-06	Drosophila tropicalis 0801.0 alcohol dehydrogenase (Adh) gene, complete cds.
AB669852		830	2014-01-02	2014-01-02	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: NHO115.
AF136658		884	2005-04-15	1999-06-03	Drosophila americana americana G96.40X alcohol dehydrogenase (Adh) gene, partial cds.
AF136665		884	2005-04-15	1999-06-03	Drosophila americana americana G96.06X alcohol dehydrogenase (Adh) gene, partial cds.
AF136674		884	2005-04-15	1999-06-03	Drosophila americana americana G96.10X alcohol dehydrogenase (Adh) gene, partial cds.
AF136706		884	2005-04-15	1999-06-03	Drosophila americana texana LP97.09 alcohol dehydrogenase (Adh) gene, partial cds.
AF175217		951	1999-12-21	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k30 allele, complete cds.
U64547		3471	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS323 allele, complete cds.
U64551		3473	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS334 allele, complete cds.
Y00602	ADH gene, alcohol dehydrogenase, unidentified reading frame	3535	2006-11-14	1987-09-19	D. pseudoobscura Adh gene for alcohol dehydrogenase (EC1.1.1.1)
AF136672		884	2005-04-15	1999-06-03	Drosophila americana americana G96.13X alcohol dehydrogenase (Adh) gene, partial cds.
AF136705		884	2005-04-15	1999-06-03	Drosophila americana texana LP97.02 alcohol dehydrogenase (Adh) gene, partial cds.
AF175211		951	1999-12-21	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h12 allele, complete cds.
AF175212		951	1999-12-21	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h13 allele, complete cds.
AF459756		290	2006-11-14	2002-05-16	Drosophila phaeopleura alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KY002643	UNVERIFIED	708	2017-10-13	2017-10-13	UNVERIFIED: Drosophila melanogaster strain IND_DMEL_AMD10 alcohol dehydrogenase-like gene, complete sequence.
KY002644	UNVERIFIED	740	2017-10-13	2017-10-13	UNVERIFIED: Drosophila ananassae strain IND_DANA_KL18 alcohol dehydrogenase-like gene, partial sequence.
AB669840		842	2014-01-02	2014-01-02	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KMJ1.
AB669853		836	2014-01-02	2014-01-02	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: CJB212.
AB669868		843	2014-01-02	2014-01-02	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: DHS501.
AB669881		838	2014-01-02	2014-01-02	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: Y150.
AB669889		864	2014-01-02	2014-01-02	Drosophila parvula Adh gene for alcohol dehydrogenase, partial cds, strain: SHL17.
AB669891		841	2014-01-02	2014-01-02	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGS98m.
AF136670		884	2005-04-15	1999-06-03	Drosophila americana americana G96.38X alcohol dehydrogenase (Adh) gene, partial cds.
AF136683		884	2005-04-15	1999-06-03	Drosophila americana americana G96.41Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136687		884	2005-04-15	1999-06-03	Drosophila americana americana G96.06Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136696		884	2005-04-15	1999-06-03	Drosophila americana americana G96.30Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136708		884	2005-04-15	1999-06-03	Drosophila americana texana LP97.04 alcohol dehydrogenase (Adh) gene, partial cds.
AF175216		951	1999-12-21	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k15 allele, complete cds.
AF201427		482	2006-11-14	2000-07-03	Drosophila sechellia isolate type line alcohol dehydrogenase (Adhr) gene, intron 1.
AF459747		290	2006-11-14	2002-05-16	Drosophila paralutea alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459784		290	2006-11-14	2002-05-16	Drosophila ercepeae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459785		290	2006-11-14	2002-05-16	Drosophila elegans alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459786		290	2006-11-14	2002-05-16	Drosophila ficusphila alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KJ767240		872	2014-10-29	2014-09-04	Drosophila melanogaster strain Zimbabwe-109 alcohol dehydrogenase (Adh) gene, partial cds.
U64528		3488	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS248 allele, complete cds.
AB669883		838	2014-01-02	2014-01-02	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG2.
AF175220		951	1999-12-21	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k82 allele, complete cds.
AF459746		290	2006-11-14	2002-05-16	Drosophila tolteca alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459765		290	2006-11-14	2002-05-16	Drosophila seguyi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KY002645	UNVERIFIED	1301	2017-10-13	2017-10-13	UNVERIFIED: Drosophila ananassae strain IND_DANA_AMD6 alcohol dehydrogenase-like gene, partial sequence.
U64524		3498	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS232 allele, complete cds.
U64549		3470	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS331 allele, complete cds.
AF136686		884	2005-04-15	1999-06-03	Drosophila americana americana G96.27Y alcohol dehydrogenase (Adh) gene, partial cds.
U64556		3471	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS350 allele, complete cds.
U64543		3458	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS311 allele, complete cds.
U64545		3474	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS320 allele, complete cds.
U64532		3392	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS260 allele, complete cds.
U64560		3467	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS367 allele, complete cds.
U64548		3498	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS329 allele, complete cds.
AB669890		841	2014-01-02	2014-01-02	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGH06-06.
AB703322		405	2012-03-18	2012-03-18	Drosophila miranda Adh gene for alcohol dehydrogenase, partial cds, clone: D.miranda.
AF136675		884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.9Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364509		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY340305		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.05Y alcohol dehydrogenase (Adh) gene, partial cds.
EF216312		431	2010-09-07	2007-06-10	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
AB669865		832	2014-01-02	2014-01-02	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: AO-2.
AY340301		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.04Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541095		555	2005-08-24	2004-12-13	Drosophila innubila strain CH3_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
KJ767242		865	2014-10-29	2014-09-04	Drosophila yakuba strain 14021-0261.0 alcohol dehydrogenase (Adh) gene, partial cds.
AB669835		838	2014-01-02	2014-01-02	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: rufa-OGM.
AB669839		838	2014-01-02	2014-01-02	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: tani-YF.
AB703318		405	2012-03-18	2012-03-18	Drosophila athabasca Adh gene for alcohol dehydrogenase, partial cds, clone: D.athabasca.
AB830534		838	2014-01-12	2014-01-12	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: IR96-1.
AF459758		290	2006-11-14	2002-05-16	Drosophila malerkotliana malerkotliana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AY340287		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.09X alcohol dehydrogenase (Adh) gene, partial cds.
AY364520		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874362		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 1 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB825961		840	2015-12-16	2015-12-16	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: XT-33.
U20765		2365	2006-11-14	1995-03-12	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, complete cds, and copia insertion site.
AY340306		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.07Y alcohol dehydrogenase (Adh) gene, partial cds.
U76478		902	2005-04-18	1997-03-06	Drosophila mulleri strain -1371.0 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY044127		716	2006-11-14	2002-08-06	Drosophila sulfurigaster alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154832		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154852		880	2005-04-16	2003-03-03	Drosophila arizonae strain AR00 2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154856		880	2005-04-16	2003-03-03	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154863		880	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17833	alcohol dehydrogenase, dehydrogenase	2727	2006-11-14	1991-07-01	D.melanogaster (strain Fl-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
M60995		3475	2006-11-14	1992-01-26	Drosophila pseudoobscura bogotana strain BOG 3389.6 alcohol dehydrogenase (adh) gene, complete cds.
AB669847		838	2014-01-02	2014-01-02	Drosophila tsacasi Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0701.00.
AY044131		723	2006-11-14	2002-08-06	Drosophila hypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
M17835	alcohol dehydrogenase, dehydrogenase	2769	2006-11-14	1991-07-01	D.melanogaster (strain Wa-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AB669875		833	2014-01-02	2014-01-02	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.00.
AB932651		834	2014-10-26	2014-10-26	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.
AF067280		430	2006-11-14	1998-07-02	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
M60993		3485	2006-11-14	1992-01-26	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.
AB669873		839	2014-01-02	2014-01-02	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.
AB932663		840	2014-10-26	2014-10-26	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.
AY154842		878	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY044123		725	2006-11-14	2002-08-06	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AB669877		826	2014-01-02	2014-01-02	Drosophila bunnanda Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0721.00.
AB932654		839	2014-10-26	2014-10-26	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.
AY044121		725	2006-11-14	2002-08-06	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY364495		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AF067284		830	2006-11-14	1998-07-02	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AY154835		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154867		879	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
M17845	alcohol dehydrogenase	795	2006-11-14	1988-04-02	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.
AB194426		1757	2006-02-27	2005-05-07	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045116		405	2006-11-14	1998-06-02	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045119		405	2006-11-14	1998-06-02	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154872		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154836		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
U40986		429	2006-11-14	1996-09-27	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.
AY154827		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB194423		1775	2006-02-27	2005-05-07	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AB194425		1762	2006-02-27	2005-05-07	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348879		668	2006-11-14	2001-04-16	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
